,L,b1,b2,alpha_l,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,l_sec,t_p,t_w,h_w,h_F,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,fcc,fsy,fsu,esu,d_p_1_o,d_p_1_i,s_p_1_o,s_p_1_i,d_p_2_o,d_p_2_i,s_p_2_o,s_p_2_i,d_p_3_o,d_p_3_i,s_p_3_o,s_p_3_i,d_p_4_o,d_p_4_i,s_p_4_o,s_p_4_i,d_p_5_o,d_p_5_i,s_p_5_o,s_p_5_i,d_p_6_o,d_p_6_i,s_p_6_o,s_p_6_i,d_p_7_o,d_p_7_i,s_p_7_o,s_p_7_i,d_p_8_o,d_p_8_i,s_p_8_o,s_p_8_i,d_p_9_o,d_p_9_i,s_p_9_o,s_p_9_i,d_w1_1_o,d_w1_1_i,s_w1_1_o,s_w1_1_i,d_w1_2_o,d_w1_2_i,s_w1_2_o,s_w1_2_i,d_w1_3_o,d_w1_3_i,s_w1_3_o,s_w1_3_i,d_w1_4_o,d_w1_4_i,s_w1_4_o,s_w1_4_i,d_w1_5_o,d_w1_5_i,s_w1_5_o,s_w1_5_i,d_w1_6_o,d_w1_6_i,s_w1_6_o,s_w1_6_i,d_w1_7_o,d_w1_7_i,s_w1_7_o,s_w1_7_i,d_w1_8_o,d_w1_8_i,s_w1_8_o,s_w1_8_i,d_w1_9_o,d_w1_9_i,s_w1_9_o,s_w1_9_i,d_w2_1_o,d_w2_1_i,s_w2_1_o,s_w2_1_i,d_w2_2_o,d_w2_2_i,s_w2_2_o,s_w2_2_i,d_w2_3_o,d_w2_3_i,s_w2_3_o,s_w2_3_i,d_w2_4_o,d_w2_4_i,s_w2_4_o,s_w2_4_i,d_w2_5_o,d_w2_5_i,s_w2_5_o,s_w2_5_i,d_w2_6_o,d_w2_6_i,s_w2_6_o,s_w2_6_i,d_w2_7_o,d_w2_7_i,s_w2_7_o,s_w2_7_i,d_w2_8_o,d_w2_8_i,s_w2_8_o,s_w2_8_i,d_w2_9_o,d_w2_9_i,s_w2_9_o,s_w2_9_i,withMPCs,offsetmodeling,mesh_size_factor,ecu
33,7310,33896,10956,120,0.22598591374095994,0.22504794261498956,0.19388256873941484,0.1803294134926452,0.3142899841990756,343,1288,2812,109,0.21321364877968013,0.33619267164944555,0,0,False,False,0,0,40,600.0007233323233,850.0000956098912,0.8000052214735415,22,10,75,150,22,10,75,150,22,10,75,150,22,10,75,150,22,10,75,150,22,10,75,150,22,10,75,150,22,10,75,150,22,10,75,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,16,18,150,100,16,18,150,100,16,18,150,100,16,18,150,100,16,18,150,100,16,18,150,100,16,18,150,100,16,18,150,100,16,18,150,100,True,True,100,-0.002
34,6721,25089,24113,78,0.43357785215337813,0.10805439280377685,0.12644881488279106,0.16401547877963707,0.1953558550149155,649,561,4474,726,0.44746376767207957,0.413045992469812,0,0,False,False,0,0,50,600.0006355371871,850.0000253431962,0.8000087453927414,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,18,20,75,100,18,20,75,100,18,20,75,100,18,20,75,100,18,20,75,100,18,20,75,100,18,20,75,100,18,20,75,100,18,20,75,100,18,16,100,200,18,16,100,200,18,16,100,200,18,16,100,200,18,16,100,200,18,16,100,200,18,16,100,200,18,16,100,200,18,16,100,200,True,True,100,-0.002
35,4129,34256,23223,74,0.3047416805589837,0.4235352402519776,0.20178129073059053,0.43467245368947255,0.2147497474007159,1275,535,2275,566,0.18904599720844595,0.11734800768173367,0,0,False,False,0,0,80,600.0002985091855,850.0006722650298,0.800006037832573,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,12,14,200,75,16,12,100,100,16,12,100,100,16,12,100,100,16,12,100,100,16,12,100,100,16,12,100,100,16,12,100,100,16,12,100,100,16,12,100,100,True,True,100,-0.002515576591108743
36,11356,7051,8005,106,0.3716978416702191,0.13083797336675046,0.31259891831410413,0.27986563847864504,0.4236654770648741,1175,930,4604,533,0.3197098575271372,0.433379422027589,0,0,False,False,0,0,50,600.0008545101025,850.0006445230315,0.8000029176617253,30,22,200,150,30,22,200,150,30,22,200,150,30,22,200,150,30,22,200,150,30,22,200,150,30,22,200,150,30,22,200,150,30,22,200,150,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,26,22,75,75,12,18,200,100,12,18,200,100,12,18,200,100,12,18,200,100,12,18,200,100,12,18,200,100,12,18,200,100,12,18,200,100,12,18,200,100,True,True,100,-0.002
37,10657,14843,8873,104,0.3658380033565035,0.12945756433099614,0.14432178640713578,0.1951598616195675,0.28574220988975113,278,1252,2192,417,0.06614625885651028,0.3151758969055517,0,0,False,False,0,0,80,600.0004140895783,850.0007288995452,0.8000099558636278,26,18,150,100,26,18,150,100,26,18,150,100,26,18,150,100,26,18,150,100,26,18,150,100,26,18,150,100,26,18,150,100,26,18,150,100,26,14,150,100,26,14,150,100,26,14,150,100,26,14,150,100,26,14,150,100,26,14,150,100,26,14,150,100,26,14,150,100,26,14,150,100,30,12,150,150,30,12,150,150,30,12,150,150,30,12,150,150,30,12,150,150,30,12,150,150,30,12,150,150,30,12,150,150,30,12,150,150,True,True,100,-0.002515576591108743
38,14592,15617,14452,119,0.24545721447787744,0.3395954888712755,0.25081563873489915,0.08839735012453633,0.31510391988167297,1145,363,2229,351,0.13540103995418762,0.1678198653133376,0,0,False,False,0,0,55,600.0001114955667,850.0003378117698,0.8000004545697567,12,18,75,150,12,18,75,150,12,18,75,150,12,18,75,150,12,18,75,150,12,18,75,150,12,18,75,150,12,18,75,150,12,18,75,150,26,22,100,100,26,22,100,100,26,22,100,100,26,22,100,100,26,22,100,100,26,22,100,100,26,22,100,100,26,22,100,100,26,22,100,100,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,True,True,100,-0.0021994679057750484
39,8410,32148,22671,84,0.3977985884857892,0.13275499775914568,0.09357987665023006,0.09284186124109747,0.10843918838672227,618,341,3632,174,0.24655081396158945,0.09582360668936397,0,0,False,False,0,0,80,600.0007947184141,850.0008466780695,0.8000084351318117,26,26,75,200,26,26,75,200,26,26,75,200,26,26,75,200,26,26,75,200,26,26,75,200,26,26,75,200,26,26,75,200,26,26,75,200,14,16,250,250,14,16,250,250,14,16,250,250,14,16,250,250,14,16,250,250,14,16,250,250,14,16,250,250,14,16,250,250,14,16,250,250,18,10,75,250,18,10,75,250,18,10,75,250,18,10,75,250,18,10,75,250,18,10,75,250,18,10,75,250,18,10,75,250,18,10,75,250,True,True,100,-0.002515576591108743
40,14321,32495,19013,113,0.24201207218095172,0.11148556813139275,0.1791776948669327,0.22310760053353307,0.17198873021243266,1176,908,3567,1205,0.33316880743862165,0.051355599345787456,0,0,False,False,0,0,70,600.0009618123751,850.0003043033818,0.8000087029234912,12,14,150,100,12,14,150,100,12,14,150,100,12,14,150,100,12,14,150,100,12,14,150,100,12,14,150,100,12,14,150,100,12,14,150,100,20,12,150,200,20,12,150,200,20,12,150,200,20,12,150,200,20,12,150,200,20,12,150,200,20,12,150,200,20,12,150,200,20,12,150,200,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,True,True,100,-0.0024158769243143416
41,15987,17848,8237,82,0.2472882195868446,0.26206898913494264,0.4314691436686234,0.11335160025151533,0.4059001881079499,163,253,3249,628,0.37731501967920755,0.10238168863325937,0,0,False,False,0,0,60,600.0007411854683,850.0007893057426,0.8000058703991216,22,18,100,75,22,18,100,75,22,18,100,75,22,18,100,75,22,18,100,75,22,18,100,75,22,18,100,75,22,18,100,75,22,18,100,75,14,22,150,100,14,22,150,100,14,22,150,100,14,22,150,100,14,22,150,100,14,22,150,100,14,22,150,100,14,22,150,100,14,22,150,100,14,12,100,250,14,12,100,250,14,12,100,250,14,12,100,250,14,12,100,250,14,12,100,250,14,12,100,250,14,12,100,250,14,12,100,250,True,True,100,-0.0022880175327183224
42,14030,30866,22907,109,0.11183587367695424,0.17902610052419654,0.43630426993739096,0.184759068643697,0.4206472257179722,702,203,4524,1434,0.18456307719754328,0.3332221692446033,0,0,False,False,0,0,90,600.0001476337324,850.00006575862,0.8000091361798626,30,16,150,150,30,16,150,150,30,16,150,150,30,16,150,150,30,16,150,150,30,16,150,150,30,16,150,150,30,16,150,150,30,16,150,150,12,18,250,200,12,18,250,200,12,18,250,200,12,18,250,200,12,18,250,200,12,18,250,200,12,18,250,200,12,18,250,200,12,18,250,200,18,20,200,75,18,20,200,75,18,20,200,75,18,20,200,75,18,20,200,75,18,20,200,75,18,20,200,75,18,20,200,75,18,20,200,75,True,True,100,-0.0026004968327615766
43,12348,13675,33894,113,0.13926128573556434,0.44707076607288815,0.23219248239044038,0.39505842311668726,0.1510175212854955,651,1247,4674,1144,0.3937489992226086,0.20651419133048704,0,0,False,False,0,0,45,600.0007051974217,850.000953883066,0.8000002451429159,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,12,16,75,100,20,20,150,200,20,20,150,200,20,20,150,200,20,20,150,200,20,20,150,200,20,20,150,200,20,20,150,200,20,20,150,200,20,20,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,26,18,150,200,True,True,100,-0.002
44,4835,12568,20682,70,0.3505773356018712,0.08322391626881617,0.3563429842344751,0.44712401900455523,0.3553111500815279,1235,850,2779,348,0.1837462916830635,0.17099643995556718,0,0,False,False,0,0,55,600.0009707873417,850.0002541624459,0.8000058453531936,14,12,100,200,14,12,100,200,14,12,100,200,14,12,100,200,14,12,100,200,14,12,100,200,14,12,100,200,14,12,100,200,14,12,100,200,30,20,100,200,30,20,100,200,30,20,100,200,30,20,100,200,30,20,100,200,30,20,100,200,30,20,100,200,30,20,100,200,30,20,100,200,22,12,100,150,22,12,100,150,22,12,100,150,22,12,100,150,22,12,100,150,22,12,100,150,22,12,100,150,22,12,100,150,22,12,100,150,True,True,100,-0.0021994679057750484
45,10465,16548,31623,96,0.23215972205598884,0.18968598954514254,0.4159174551129283,0.13576464762727924,0.2815606246607416,805,649,4621,1335,0.38136640039238257,0.09271097976882961,0,0,False,False,0,0,45,600.0001790557991,850.000108952667,0.8000099867941242,12,14,75,150,12,14,75,150,12,14,75,150,12,14,75,150,12,14,75,150,12,14,75,150,12,14,75,150,12,14,75,150,12,14,75,150,12,18,200,75,12,18,200,75,12,18,200,75,12,18,200,75,12,18,200,75,12,18,200,75,12,18,200,75,12,18,200,75,12,18,200,75,22,14,75,100,22,14,75,100,22,14,75,100,22,14,75,100,22,14,75,100,22,14,75,100,22,14,75,100,22,14,75,100,22,14,75,100,True,True,100,-0.002
46,10408,33241,16461,69,0.14057550059317553,0.18867627386657132,0.21903575633078182,0.38235830681028987,0.4302557984296076,119,191,4553,402,0.42938098153954873,0.09029303835231106,0,0,False,False,0,0,50,600.000440223628,850.0005684406418,0.8000043198367082,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,26,30,150,100,14,20,100,100,14,20,100,100,14,20,100,100,14,20,100,100,14,20,100,100,14,20,100,100,14,20,100,100,14,20,100,100,14,20,100,100,20,16,150,75,20,16,150,75,20,16,150,75,20,16,150,75,20,16,150,75,20,16,150,75,20,16,150,75,20,16,150,75,20,16,150,75,True,True,100,-0.002
47,9298,27134,29856,118,0.3461937785669594,0.06551983601148773,0.4401314747989981,0.20579109388154565,0.2082218088622066,1190,1070,2143,1274,0.2592398264067601,0.4373557900473774,0,0,False,False,0,0,45,600.0009704834013,850.0000320378772,0.8000067361289324,26,14,200,150,26,14,200,150,26,14,200,150,26,14,200,150,26,14,200,150,26,14,200,150,26,14,200,150,26,14,200,150,26,14,200,150,26,16,75,200,26,16,75,200,26,16,75,200,26,16,75,200,26,16,75,200,26,16,75,200,26,16,75,200,26,16,75,200,26,16,75,200,22,20,150,200,22,20,150,200,22,20,150,200,22,20,150,200,22,20,150,200,22,20,150,200,22,20,150,200,22,20,150,200,22,20,150,200,True,True,100,-0.002
48,13494,7388,29038,88,0.3752224753293964,0.42421833830716416,0.06472180672623067,0.2896289148978492,0.2536097257311076,1099,1371,2768,968,0.1691534619716667,0.18451125136828578,0,0,False,False,0,0,55,600.0008771389535,850.0002105584557,0.8000043906898209,22,22,200,75,22,22,200,75,22,22,200,75,22,22,200,75,22,22,200,75,22,22,200,75,22,22,200,75,22,22,200,75,22,22,200,75,14,26,100,150,14,26,100,150,14,26,100,150,14,26,100,150,14,26,100,150,14,26,100,150,14,26,100,150,14,26,100,150,14,26,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,12,16,100,150,True,True,100,-0.0021994679057750484
49,8567,14069,12057,111,0.26723484255699986,0.08381224920885655,0.27364473422709185,0.43809708194338437,0.23814476155924746,1469,661,4614,287,0.2713436315048804,0.05504519673464732,0,0,False,False,0,0,70,600.0002570332827,850.0006572696828,0.8000025489463373,12,10,100,150,12,10,100,150,12,10,100,150,12,10,100,150,12,10,100,150,12,10,100,150,12,10,100,150,12,10,100,150,12,10,100,150,12,12,100,150,12,12,100,150,12,12,100,150,12,12,100,150,12,12,100,150,12,12,100,150,12,12,100,150,12,12,100,150,12,12,100,150,14,12,75,100,14,12,75,100,14,12,75,100,14,12,75,100,14,12,75,100,14,12,75,100,14,12,75,100,14,12,75,100,14,12,75,100,True,True,100,-0.0024158769243143416
50,9406,9919,31475,86,0.21189211538418495,0.23579295963406754,0.24008413627046854,0.4324421856871822,0.1561530372373145,1296,1493,3286,775,0.15950668726222345,0.06710577081563883,0,0,False,False,0,0,70,600.0001065754064,850.0005504904603,0.8000045555169325,26,14,150,200,26,14,150,200,26,14,150,200,26,14,150,200,26,14,150,200,26,14,150,200,26,14,150,200,26,14,150,200,26,14,150,200,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,14,20,150,100,26,20,100,100,26,20,100,100,26,20,100,100,26,20,100,100,26,20,100,100,26,20,100,100,26,20,100,100,26,20,100,100,26,20,100,100,True,True,100,-0.0024158769243143416
51,11862,21171,19086,84,0.11257864753596601,0.148487178761571,0.2901756068374927,0.24376442876621912,0.3676693119433262,777,766,2613,1193,0.13992390064807902,0.1442576067318564,0,0,False,False,0,0,40,600.0003757157547,850.0000231089381,0.8000093435067868,14,12,150,150,14,12,150,150,14,12,150,150,14,12,150,150,14,12,150,150,14,12,150,150,14,12,150,150,14,12,150,150,14,12,150,150,22,16,250,75,22,16,250,75,22,16,250,75,22,16,250,75,22,16,250,75,22,16,250,75,22,16,250,75,22,16,250,75,22,16,250,75,26,14,150,250,26,14,150,250,26,14,150,250,26,14,150,250,26,14,150,250,26,14,150,250,26,14,150,250,26,14,150,250,26,14,150,250,True,True,100,-0.002
52,4044,16309,32856,99,0.1962128804231908,0.08865895560165041,0.089562699916197,0.44047625010086894,0.3930384097904035,1024,1342,4290,1108,0.43551755405690246,0.255705966888089,0,0,False,False,0,0,60,600.0004687146345,850.0002821045481,0.8000033240901677,12,12,150,250,12,12,150,250,12,12,150,250,12,12,150,250,12,12,150,250,12,12,150,250,12,12,150,250,12,12,150,250,12,12,150,250,26,14,250,75,26,14,250,75,26,14,250,75,26,14,250,75,26,14,250,75,26,14,250,75,26,14,250,75,26,14,250,75,26,14,250,75,22,10,100,100,22,10,100,100,22,10,100,100,22,10,100,100,22,10,100,100,22,10,100,100,22,10,100,100,22,10,100,100,22,10,100,100,True,True,100,-0.0022880175327183224
53,9920,11583,27990,96,0.28856253787953884,0.28786923835075123,0.2450944409368661,0.25484725563004246,0.29256944530012563,1207,467,4219,939,0.23539002764069317,0.2925716887502399,0,0,False,False,0,0,55,600.0006744902633,850.0004934779721,0.8000001855821801,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,16,14,250,150,30,12,150,250,30,12,150,250,30,12,150,250,30,12,150,250,30,12,150,250,30,12,150,250,30,12,150,250,30,12,150,250,30,12,150,250,18,26,250,75,18,26,250,75,18,26,250,75,18,26,250,75,18,26,250,75,18,26,250,75,18,26,250,75,18,26,250,75,18,26,250,75,True,True,100,-0.0021994679057750484
54,13330,23572,23649,88,0.41969469176452584,0.3171122558583321,0.1354723864015418,0.26576811673771344,0.1509238631746357,723,840,2732,1456,0.2910787236468687,0.4268014769660488,0,0,False,False,0,0,90,600.0003014881628,850.0006756125799,0.8000071955378567,26,22,250,200,26,22,250,200,26,22,250,200,26,22,250,200,26,22,250,200,26,22,250,200,26,22,250,200,26,22,250,200,26,22,250,200,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,22,26,100,100,True,True,100,-0.0026004968327615766
55,13923,12463,16339,77,0.4183206860372077,0.09878237742637024,0.17969891508759955,0.21444505947743236,0.23279738806522163,898,1396,4845,112,0.265517844520116,0.17222974740849717,0,0,False,False,0,0,60,600.0006500022764,850.0002471406493,0.8000004626695766,14,30,150,250,14,30,150,250,14,30,150,250,14,30,150,250,14,30,150,250,14,30,150,250,14,30,150,250,14,30,150,250,14,30,150,250,22,12,150,150,22,12,150,150,22,12,150,150,22,12,150,150,22,12,150,150,22,12,150,150,22,12,150,150,22,12,150,150,22,12,150,150,26,18,100,200,26,18,100,200,26,18,100,200,26,18,100,200,26,18,100,200,26,18,100,200,26,18,100,200,26,18,100,200,26,18,100,200,True,True,100,-0.0022880175327183224
56,10388,28459,33492,67,0.39705027728722403,0.13914372409563164,0.23136335662971064,0.16145810896019874,0.40411727525723506,1182,1081,4177,1403,0.10001127430885431,0.3590576821286793,0,0,False,False,0,0,90,600.0002490343296,850.0009357627642,0.8000089198435961,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,10,100,150,16,16,100,250,16,16,100,250,16,16,100,250,16,16,100,250,16,16,100,250,16,16,100,250,16,16,100,250,16,16,100,250,16,16,100,250,16,30,200,150,16,30,200,150,16,30,200,150,16,30,200,150,16,30,200,150,16,30,200,150,16,30,200,150,16,30,200,150,16,30,200,150,True,True,100,-0.0026004968327615766
57,5955,19317,13638,91,0.3314615785243281,0.12019976408421873,0.1528394655683925,0.06900249154908752,0.29862935281621017,1387,852,2252,311,0.3898892600195434,0.2755684271781377,0,0,False,False,0,0,70,600.0006055505976,850.0004463262023,0.8000000722863846,20,20,100,100,20,20,100,100,20,20,100,100,20,20,100,100,20,20,100,100,20,20,100,100,20,20,100,100,20,20,100,100,20,20,100,100,18,14,100,100,18,14,100,100,18,14,100,100,18,14,100,100,18,14,100,100,18,14,100,100,18,14,100,100,18,14,100,100,18,14,100,100,22,12,100,250,22,12,100,250,22,12,100,250,22,12,100,250,22,12,100,250,22,12,100,250,22,12,100,250,22,12,100,250,22,12,100,250,True,True,100,-0.0024158769243143416
58,7181,15817,27612,72,0.3323488477637301,0.331198412377005,0.14693959723753144,0.19402861499579738,0.3043409405942478,145,1339,3814,519,0.285558404935997,0.18865945080973667,0,0,False,False,0,0,50,600.0006806208299,850.0004770831573,0.8000002675939887,14,18,200,75,14,18,200,75,14,18,200,75,14,18,200,75,14,18,200,75,14,18,200,75,14,18,200,75,14,18,200,75,14,18,200,75,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,12,16,75,200,12,16,75,200,12,16,75,200,12,16,75,200,12,16,75,200,12,16,75,200,12,16,75,200,12,16,75,200,12,16,75,200,True,True,100,-0.002
59,11550,29436,16512,72,0.4300289964266226,0.42247269172664265,0.17360036489293812,0.2997633404854122,0.3742412599093904,904,1301,3564,602,0.3306002223907649,0.3756778213941011,0,0,False,False,0,0,60,600.0001334129053,850.0004407331828,0.8000010776286636,10,30,250,200,10,30,250,200,10,30,250,200,10,30,250,200,10,30,250,200,10,30,250,200,10,30,250,200,10,30,250,200,10,30,250,200,22,20,100,75,22,20,100,75,22,20,100,75,22,20,100,75,22,20,100,75,22,20,100,75,22,20,100,75,22,20,100,75,22,20,100,75,14,30,75,100,14,30,75,100,14,30,75,100,14,30,75,100,14,30,75,100,14,30,75,100,14,30,75,100,14,30,75,100,14,30,75,100,True,True,100,-0.0022880175327183224
60,5312,31064,22661,93,0.09569147005980616,0.22246181666380366,0.2673159779232028,0.10086172430984527,0.17488862754347992,177,1309,3931,899,0.1019491214919675,0.3033189478287787,0,0,False,False,0,0,45,600.0005963622352,850.000508018171,0.8000071401916171,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,22,12,200,100,22,12,200,100,22,12,200,100,22,12,200,100,22,12,200,100,22,12,200,100,22,12,200,100,22,12,200,100,22,12,200,100,22,30,75,100,22,30,75,100,22,30,75,100,22,30,75,100,22,30,75,100,22,30,75,100,22,30,75,100,22,30,75,100,22,30,75,100,True,True,100,-0.002
61,10651,29694,30773,64,0.2868878718674428,0.3344268167994172,0.34974829430650617,0.3893312403364794,0.20947307643330093,816,1163,3929,608,0.3747050962476765,0.4446914995885142,0,0,False,False,0,0,60,600.0009689518857,850.000343827431,0.8000061715601917,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,26,20,250,150,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,22,14,100,200,26,10,250,200,26,10,250,200,26,10,250,200,26,10,250,200,26,10,250,200,26,10,250,200,26,10,250,200,26,10,250,200,26,10,250,200,True,True,100,-0.0022880175327183224
62,7623,26317,12723,91,0.06708413369211111,0.4191077578231966,0.10982963034171458,0.1402905108512688,0.20504041010988522,1114,875,4722,198,0.1277015178590224,0.2944641540382972,0,0,False,False,0,0,70,600.0005984158292,850.0006276335439,0.8000005091018396,12,22,150,100,12,22,150,100,12,22,150,100,12,22,150,100,12,22,150,100,12,22,150,100,12,22,150,100,12,22,150,100,12,22,150,100,16,14,200,100,16,14,200,100,16,14,200,100,16,14,200,100,16,14,200,100,16,14,200,100,16,14,200,100,16,14,200,100,16,14,200,100,22,20,75,200,22,20,75,200,22,20,75,200,22,20,75,200,22,20,75,200,22,20,75,200,22,20,75,200,22,20,75,200,22,20,75,200,True,True,100,-0.0024158769243143416
63,9635,28508,13676,63,0.30125663577309064,0.10426013432443496,0.24208384991790904,0.3341294086299886,0.25631802553761257,337,1050,2934,274,0.32970811246141013,0.30906460496451893,0,0,False,False,0,0,60,600.0008086845576,850.0007487219848,0.8000030946501686,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,26,18,200,100,30,18,200,100,30,18,200,100,30,18,200,100,30,18,200,100,30,18,200,100,30,18,200,100,30,18,200,100,30,18,200,100,30,18,200,100,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,True,True,100,-0.0022880175327183224
64,5821,7608,26309,75,0.42460620832932594,0.16051131474193547,0.39602227901910847,0.3854466176074573,0.3340761743180288,599,1259,4759,685,0.32864135207203404,0.3931728603432159,0,0,False,False,0,0,50,600.0002756657807,850.0003609412936,0.8000021941865048,18,14,200,75,18,14,200,75,18,14,200,75,18,14,200,75,18,14,200,75,18,14,200,75,18,14,200,75,18,14,200,75,18,14,200,75,20,26,250,150,20,26,250,150,20,26,250,150,20,26,250,150,20,26,250,150,20,26,250,150,20,26,250,150,20,26,250,150,20,26,250,150,10,16,150,200,10,16,150,200,10,16,150,200,10,16,150,200,10,16,150,200,10,16,150,200,10,16,150,200,10,16,150,200,10,16,150,200,True,True,100,-0.002
65,7427,24979,24001,74,0.11154549194973516,0.36215183916675625,0.19952786149807045,0.3548139689748968,0.1422975272100414,303,1164,2773,578,0.06315159013367644,0.05238594230806478,0,0,False,False,0,0,80,600.0003052915253,850.0004449824382,0.8000097510286807,26,26,250,100,26,26,250,100,26,26,250,100,26,26,250,100,26,26,250,100,26,26,250,100,26,26,250,100,26,26,250,100,26,26,250,100,12,20,200,150,12,20,200,150,12,20,200,150,12,20,200,150,12,20,200,150,12,20,200,150,12,20,200,150,12,20,200,150,12,20,200,150,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,16,18,100,75,True,True,100,-0.002515576591108743
66,13831,7818,18062,116,0.44024013994549405,0.40995322287217384,0.40070461326034285,0.12572578274189178,0.39067939319291045,921,1008,2480,1031,0.40778279796560124,0.217579566090829,0,0,False,False,0,0,90,600.000418077026,850.000448740912,0.8000072057899162,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,16,12,150,250,18,12,100,150,18,12,100,150,18,12,100,150,18,12,100,150,18,12,100,150,18,12,100,150,18,12,100,150,18,12,100,150,18,12,100,150,12,22,150,75,12,22,150,75,12,22,150,75,12,22,150,75,12,22,150,75,12,22,150,75,12,22,150,75,12,22,150,75,12,22,150,75,True,True,100,-0.0026004968327615766
